node,fee,num_trans
03b38f5fb693ae96fda9533c7ba45840c0afc4390544223a18dd676d858bfd5b15,149.72258632516682,6
03cb7983dc247f9f81a0fa2dfa3ce1c255365f7279c8dd143e086ca333df10e278,135.8444279287252,134
02efe789fcf1d791e9dfc9494b81a9aea7aa0c2a8744c66165d16dc47ce6b88b91,121.9075287750556,2
023e8b9d0c52dc22d07f70a69624e2457df5760ca0b4d87a5df460b08863f46448,101.37643875277999,100
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,92.86129316258341,3
021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643,83.42798917594519,34
02529db69fd2ebd3126fb66fafa234fc3544477a23d509fe93ed229bb0e92e4fb8,75.75658091313939,23
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,75.0185646770572,74
02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,68.36563305122318,44
02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520,57.784570089084596,57
031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403,56.770805701556796,56
03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6,56.770805701556796,56
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,55.757041314028996,55
032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada,50.688219376389995,50
03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c,48.660690601334395,48
028a2f0ca33134cfd5f655ed942ddcd9feb4a879831416bb23858d1d60154b0936,48.660690601334395,48
02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420,45.619397438751,45
02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856,44.6056330512232,44
03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a,43.5918686636954,43
020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b,41.5643398886398,41
0200072fd301cb4a680f26d87c28b705ccd6a1d5b00f1b5efd7fe5f998f1bbb1f1,41.5643398886398,41
03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258,39.5368111135842,39
025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600,36.627989175945196,34
0205823109f3d6e1ac5f3e5ab41ab88bf463ffa7b59a81d07d8b688fb737e11955,36.4955179510008,36
0348e881b4474d71c1f0825f54e3d99e487ece8a41f3fbf1c4de469833ab27206c,34.768821937639,5
02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695,34.4679891759452,34
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,34.4679891759452,34
03e90fd715dd766a0ed532dc1ba45e5fb913b1dc29d5afd9b700548d98d53b598c,34.4679891759452,34
032cc4541b25e86e39a7d450a979c1a9adbe2878df3a93fcb59c96c700bfe26aa3,33.5002302004448,16
02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6,33.4542247884174,33
0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131,33.4542247884174,33
03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101,33.4542247884174,33
0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9,32.4404604008896,32
029a8741675c4c9078b577ddc4348d602d2fb45a12e6087b617925997a84f4c02e,32.4404604008896,32
026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5,32.212931625833995,30
032c6b30d84a7fe254537ec1c00f18775fc6dd1d1de1e305b5a980a4c0d6a8e35d,31.4266960133618,31
03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba,31.4266960133618,31
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,30.065402850778394,28
02309f3556d51e9d855594762dcf68cb283fbfd7e48618b6cecb8cd90e2e34d8ad,29.399167238306198,29
02c0b38022846c6b6f45b30031859ac7c5fb0c67ec8ed5cce8409c4b438c267ffe,29.399167238306198,29
034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899,28.612931625833998,30
03b2312fa65b43b9ebc6d824af6ac0ad2cee7a490fd3a79af25f7a77bdd6f25c42,28.385402850778398,28
0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6,28.385402850778398,28
03205b045b0126c0d3fb826a38b9befc4babf51689544908c704d8e51fdec75ffb,27.8150575501112,4
0314ecd09f2c9887530ed99436a20dd62607fa0fa0a8d0e2f630cf27f86e91e5f9,27.8150575501112,4
026ab14e3bff403919f6150ef1973e60a6ae855213da9943a83578202c980e2e66,27.8150575501112,4
02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,27.076350712694598,7
0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf,26.357874075722798,26
03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,26.357874075722798,26
038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde,26.215287750555998,20
0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,25.344109688194997,25
022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,25.344109688194997,25
036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56,25.344109688194997,25
0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961,25.344109688194997,25
03cfea6e01d8735d29863d0ecc0f637e5da25c3afb1894e6cb1c25cc9c52dbceef,24.330345300667197,24
029d50d59c78b81a39f4ca40b6bc9b89710542a31429b69aa075b91b587979205d,23.3165809131394,23
039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400,23.3165809131394,23
03649c72a4816f0cd546f84aafbd657e92a30ab474de7ab795e8b5650a427611f7,23.306465812916997,15
02004c625d622245606a1ea2c1c69cfb4516b703b47945a3647713c05fe4aaeb1c,22.3028165256116,22
020d41c5a32f06d7addc7378f2d4a6596358d8716a3eb5d5bbdd894a82a1fdd00c,21.2890521380838,21
02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3,21.2890521380838,21
032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,21.2890521380838,21
031c9a7f2243a1aaa88ea00665760cf8e74a4614d9657316b992dc350d624b22d4,20.8612931625834,3
024a2e265cd66066b78a788ae615acdc84b5b0dec9efac36d7ac87513015eaf6ed,20.4077589755004,18
02e5353624ec2180f6fd1b584dea493b91f982764db8e2cf520a0f1d18cf0f9d7e,20.275287750556,20
0219c2f8818bd2124dcc41827b726fd486c13cdfb6edf4e1458194663fb07891c7,20.275287750556,20
02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276,19.2615233630282,19
03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b,19.2615233630282,19
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,18.2477589755004,18
0251b2c9d22f3621f27188d8236db84d9fd84d42adac063b2633744638b81f34ac,18.2477589755004,18
0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5,17.9251726503336,12
0320e5b9f19a1c4dc22ebb751d757eaa5843262cd55a0f1b0d13cb5d445c5c78ae,17.2339945879726,17
027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,17.2339945879726,17
03a8355790b89f4d96963019eb9413b9a2c884691837ac976bacfe25a5212892d7,17.2339945879726,17
03021c5f5f57322740e4ee6936452add19dc7ea7ccf90635f95119ab82a62ae268,16.2202302004448,16
03012a23c769decc4fb40a92d5300692b576cb8dc887072580638b97911742554c,16.2202302004448,16
03728053580578793c83d47f235b187f513dcddda4135e7764f53e40c6d2adea69,16.2202302004448,16
0234c548106512a0b93b2555d2638bc2fed3e6b091f75298383356258996230d92,16.2202302004448,16
021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f,16.2202302004448,16
021e69b1a4350fa21263f184ed821b7850ba941dfc108a26779111d171c24ebe53,16.2202302004448,16
031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a,16.2202302004448,16
02fcc4b0a87749b022f05568d5ef893b7893bcbaa99276bbbb55d9e9abc1bdced0,15.260230200444798,16
023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e,15.206465812917,15
032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a,15.206465812917,15
026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb,15.206465812917,15
0279213a94ab9a2077377a4851c740da4b32fd8786d9d070b0454fc15a71e14afe,15.206465812917,15
0398212beaa280eabc2223dcacf248496c59195fea23a7684888cb948baa9f38e6,14.192701425389199,14
0267586e510d80fab314fbfa091f383b775646e7a87bc9ed8cd59bcded50405d6a,14.192701425389199,14
03321fab5e3db6c378e23e9cceb522325dc4f6b0c68819944569128d34cba9cca3,14.192701425389199,14
0246eaf6812013fb860306943f79a0e4fdc5971d5efaeb3cd58049545803bfb491,14.192701425389199,14
02da8d5a759ee9e4438da617cfdb61c87f723fb76c4b6371b877d0347abe953a4f,14.192701425389199,14
02f6725f9c1c40333b67faea92fd211c183050f28df32cac3f9d69685fe9665432,13.983879487750198,9
03377f891367579d0cdfc2833bc323a1d01514eea40d48cce86d31e398223e0cb3,13.9075287750556,2
02f45d28f3477a408d0d3e18a6cdedae9d58df18cf271ac84a0ce7d00699f38d19,13.9075287750556,2
03f456e8c3479654da4498b64c1aa80656a33561d52f3444f5930f5c4a410a6fb6,13.178937037861399,13
03f18da23535adee245903c81750745197e3079d3b88b3898981c90a5f2411008c,13.178937037861399,13
0358327cb80ab2a8db36a5924c62966c7b4a753045600df594aa3863ecb618cc5d,13.178937037861399,13
033181a72d4d61c6f3138240d98994e9553726bc65c892e9fe7a7b728a54005a36,13.178937037861399,13
0314dc1c496290a33f8fba3e78332418b1c136d9fb2a14d4a181e3cc9a653ee2f8,13.178937037861399,13
02262bbc21c171bc91a1d6bbf89571c95873849b9a60d3ea9671b777d852d39ecd,13.178937037861399,13
0223390bea8aa598442d056ace37c07e7364da1341b3681c371f6619b2879c0af2,13.178937037861399,13
02da0713ab1b12eeb01f212944a435077f39f1b767ee5c24b01cdb4b0b9377b66b,12.9537643875278,1
028b2c9ed9427b31db21ed75eac119b040cf3e9bdbfaa378cde8561cf1274b4228,12.567643875277998,10
02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86,12.165172650333599,12
0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9,12.165172650333599,12
03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5,12.165172650333599,12
020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,12.165172650333599,12
039d510570ab6e65fc8fb1f9ada5b63dc0f703a8d7dbde2fc11fb6f1e5810f6bbb,11.9501151002224,8
034e2d76ccc789e7a79c4fc395a1f5810d614a361df7daf0b4647f976eae932d4f,11.1514082628058,11
02d98ee97760aba8124606c177d0e4c246fc6cd7bd8f8bd3857f20805a62ecbc26,11.1514082628058,11
02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,11.1514082628058,11
031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975,11.1514082628058,11
02ae3c06f6db6a87ea874ef7ba86c87ab0041eabf6d8be0594582505b1fd5d7ee8,11.1514082628058,11
0238107198ba9e0e5fd5a0c67eac88e3633072885397c5925205891f8985e52078,11.1514082628058,11
02354f446c12c9759409f533cc180dd400ace7e2efd93d4791c6147a883ca37cf0,11.1514082628058,11
0212864d59d5a902634c4a3186615446e9d56c17b14600f3b74fbabe3509aa707f,11.1514082628058,11
03f02d965aea25de84613ad2be36573d2bd8c6d6dd47d9a516d233098c281d3ae7,11.1514082628058,11
0319fec13dcb6df5b6a0cee49e85b4f6c48e5387d62d67858d6d46615b6e683f81,11.1514082628058,11
021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b,11.1514082628058,11
038b36a43c38f75cd15bb25394f1cd162f717df005585229182e62620db9d3f3ea,11.1514082628058,11
032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,10.876350712694599,7
03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f,10.137643875278,10
0214ec84c84827dd4911de56d2ecb77d367c6f24c658b8acfe4826b01968e45594,10.137643875278,10
032271efcb35188ef00e3f28469a2bb18b50a5f2f325bd130bdac341af24e9b5f0,10.137643875278,10
039bcf7778ad7b14cf5974cd2705b06a58a8bbf564ca1df4791100f81104716624,10.137643875278,10
0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6,10.137643875278,10
034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7,10.137643875278,10
02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0,10.137643875278,10
03f9ceb115a119594b4688ceed35feb80f33a3dd0f5cf688a7493c1a7217633931,10.137643875278,10
03842a085b8b89da9db708b83aae8e9baff7a0a6f34368a439aa8d2ca3e408a662,9.537643875277999,10
0237fefbe8626bf888de0cad8c73630e32746a22a2c4faa91c1d9877a3826e1174,9.1238794877502,9
02de4ba1b08b2895bde816f012d4b4a5fdd797dfdf6443c28db183ca4a83043835,9.1238794877502,9
039401f72bc0d40efb58b01de15527a2a5ae1943d7c29067b725a1467a93c7e66f,9.1238794877502,9
0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b,9.1238794877502,9
02c39f43c8fbdcac05b62e92b9f144b9719de14f39e6714a6a67f67aa4872c67a7,9.1238794877502,9
023216c5b9a54b6179645c76b279ae267f3c6b2379b9f305d57c75065006a8e5bd,9.1238794877502,9
02a15d043069892b1f93bdf4bf0160447afd61f7f23548bf1c56d92fd9744281e6,9.1238794877502,9
03f78684b49e125d73c1801b3529f7d663f08ae7e1dd5db416fe69d9cb47b1c50f,9.1238794877502,9
026d9b9c8e55b435f117496e6a885fba7bf76530a5aa6f8f61304f84f9a31dda09,9.1238794877502,9
020327bbd6b7ebf577a041e24cbdc0b3ddb6ec4a2ec89e271260fc9d6fbaccc80a,8.4163507126946,7
02964c50e89786896df7e5d10d7bb6995b0bbdaf891ff24fbcc52b75aae544e514,8.1101151002224,8
022457e61da38e1a7cac56a054eb0ef225d84dfc6b932dfa119ad7fe6fbecdb71d,8.1101151002224,8
024844abb8efc3262539fffb66cbb46282324894212a13bb5b4c7cae96744e5a97,8.1101151002224,8
0373ca948ffd4cbbd08488c480aa7c43b57e9446c8ac6d3fe1cc92392e39e9eb95,8.1101151002224,8
02cb2677db78e50a6d178092bf8c9b1f0e7d4b9a2bed918bc3f276c89c1649ba5b,8.1101151002224,8
032c4b954f0f171b694b5e8e8323589e54196b48cf2efc27692513a360cb11d76f,8.1101151002224,8
02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,8.1101151002224,8
027a0eaffb8e103f9059d2d40b7c2d8993affc169168ca1808f752ee36ccf196ee,8.1101151002224,8
03cac8425d15440dec66f7a86155f2f457301aa434a6abdb82af2252ef477e7eb0,8.1101151002224,8
03c73e43e92fab12af3461f723901f0bcdabdfdcf9b74973ad876bf0bff96a8676,8.1101151002224,8
0335f1fcbb62b9490d0b4007fa158669e42f08599149b2cc54ed1d36888737e6d7,8.1101151002224,8
024bd94f0425590434538fd21d4e58982f7e9cfd8f339205a73deb9c0e0341f5bd,7.768821937638998,5
038d0543c2f838fc6229bd7b80df46d8bad9f30c874ee3ac4578c4ce6f57956f08,7.768821937638998,5
035736692722a47389d6be965d73a50b1ba63233a1b975aa55db7f90446f5708cb,7.768821937638998,5
03a46be38d068c2bc5af3fc13da840790ed5643f3d6d27e5e34d67ed2aec16ce67,7.768821937638998,5
027c3b1cc5a649d5f6f7be2d591e34c37dc146fbed54d7f4c85898f9330107fe1c,7.768821937638998,5
032260c3b64b471b7eb0630b4af5d07ca94ff4e759573cbbe1bfb25845c375ed6e,7.630115100222399,8
03d4d48ecccfe3f6a062f9ea3d948109ac008f4fdf8579607f20259eea1613c807,7.4688219376389995,5
03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d,7.162586325166799,6
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,7.0963507126945995,7
03984d92cdc95dfc197c190f8d99af095089ce70e00757920a15625919e2f0dab5,7.0963507126945995,7
0200c06eaaef0ffc98447b5f0c5810c8325fc50fba4c509ebf558d67d1f088bdad,7.0963507126945995,7
031ac677972619e8e0a1b40593e01b04280dc4a18a7a9b5cb7c6e8e2673e31f644,7.0963507126945995,7
02d7cf25ef92bd4dfb6aa9a0e7d955a1225c5f168328b771c6d194fec359302d30,7.0963507126945995,7
037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,7.0963507126945995,7
02df6d3454bc4c0cdd9b6e5f04451f53c48d22300d3066cf4a8fb49effd025c0af,7.0963507126945995,7
03487fa0212243e20cb6504d5b93a144d0bc4d83d3d8a083691037a8892f9e5522,7.0963507126945995,7
03a8334aba5660e241468e2f0deb2526bfd50d0e3fe808d882913e39094dc1a028,7.0963507126945995,7
0291831e0f2e8d48b2b76fd0624845c4457ddd2bbef2a1379cbf3724aaff59ef4e,7.0963507126945995,7
02b414e4e29a685b8699152be47a0420fa3c8ab59629d2da2d6c0a95c582636350,7.0963507126945995,7
036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf,7.0963507126945995,7
021802799027508e8a8bf9a0ab96ea78a6a995926a0b1310561a74375a06e14de9,7.0963507126945995,7
03434a39cd9a537c852fc8fb72454086d726f9111e9f730cef4985c39c11fae944,7.0963507126945995,7
0330f0afe893e809d8790b26b40d9353f586ef0894d4ae704d06be24538c030457,7.0963507126945995,7
022f3bfa1de8491bad95ea018b17d47efbfe713cd2da59ad5fc380198612b8954a,7.0963507126945995,7
02aaaacf06de5c658fd1544301fe9e41670d079e942382d584db9a372d504b72be,7.0963507126945995,7
035f4a5671b2dcab14b3e610ca916e9864c3203b8f4bb825cd8b5732e02f864034,7.0963507126945995,7
037824abf26b48bd8b754273b2781fbc27733f4262c8e0f6147b8603b91e309b0b,6.9537643875278,1
031a1d89bae752c071fcdac24ecc00059a4fbb583ed15003d09aa94c8fd6242af3,6.9537643875278,1
035f3a87393269e9bfb594f9ed6d2d3551ff527889be510429a8fa99736d710fdb,6.9537643875278,1
03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110,6.215057550111199,4
03f47ba61341a704b0910b6d1fc8a938bb97152e8df94dfc142816d2721b5d5c73,6.215057550111199,4
034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f,6.215057550111199,4
024655b768ef40951b20053a5c4b951606d4d86085d51238f2c67c7dec29c792ca,6.215057550111199,4
026b105ac13212c48714c6be9b11577a9ce10f10e1c88a45ce217e6331209faf8b,6.215057550111199,4
02c88a0df5e9ea7df582647f79b70b8e441047de308fd6b24408b8bd775f2234bd,6.082586325166799,6
034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b,6.082586325166799,6
026ba4fea7ba82e578ce294bd168daa25f7950db0409c15145036f25c905ccfd9a,6.082586325166799,6
02fffb0baa1f8a64d92c8b4222278c33a9c16d0f37bba24104c678fd9e4e7f57d6,6.082586325166799,6
0215bea618806194ad88b80de8bc11c6391edb2fa1beeea6174305856596faeee8,6.082586325166799,6
030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8,6.082586325166799,6
032a57d7e327f5be21d4fdc12b171b49a75a19b34af428699a7dcc06a9889ffccb,6.082586325166799,6
03f6909c9c7f32df56567e7b8169c58dde716d341dc714b1596e3f4d5d647476d1,6.082586325166799,6
03038c30c32821a3f61eb37d64347575bda0c609fa0b4238d45a138947e1f4edce,6.082586325166799,6
0375e5cc9e6f791bda82c9897faffbdc74aacd5df7c87496f91dcf6a72eb9a87e6,6.082586325166799,6
034cb9003d54764f3f5a99f1863cf075b43bb4aca1f392eece36c10240ec316e10,6.082586325166799,6
0279f930a60afe43131fd3328ff4a9c55293254c328f45e76695c1ab9b3c5a68b2,6.082586325166799,6
03620f31cf2bb95bb70c8c7bcdaa0698cd9bc7f17987290338af301eaa28c351be,6.082586325166799,6
037172d2110c4148d6ed0c2790ec8be948458022425dced6794fede834be92af36,6.082586325166799,6
0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7,6.082586325166799,6
03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e,6.082586325166799,6
036fda475a47bc45f90ac43fd61c3ab8bbc0bcfed64aaab46d6166d6415de4e056,6.082586325166799,6
02b63f62d2109b05deb45d18dde6c829d1df4825dfc104f858e5ec165bc6b11690,6.082586325166799,6
0204e5a5ff14b090c1210cb99e7e616f840e0ef1b08fc9a268d13b7a2e5e997845,6.082586325166799,6
03aed93a4d0ef60f7c5f4642a096d05a41e217ad4977fed3fecb638879fbc884ce,6.082586325166799,6
03ac2a5d7df493c67195067dfb38e7e250c89ecb4fe5c2d918fc31fd9a08695516,6.082586325166799,6
035f804103054d1d24aa4b1cbe29a90c06af2695c93adb6e7501dc143cffbc09bd,6.082586325166799,6
03efccf2c383d7bf340da9a3f02e2c23104a0e4fe8ac1a880c8e2dc92fbdacd9df,5.5075287750556,2
02d11c4c4f986ff547288d873f6a33758aab744927355b01272ee560a3ba44d01e,5.368821937638999,5
035c0730794cb324eaf7a5e79e066ef54fe4c495f1fb54118ef9651f7fb1318198,5.068821937639,5
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,5.068821937639,5
030a400157099427f49f5001115bed4bdf82c7b98c904375ed0c7bd7ffd29273d7,5.068821937639,5
02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96,5.068821937639,5
030a4f1cb85c463a4115b78900f0159192f033324c12c88aec931b16b27abe22ad,5.068821937639,5
031157d786ca2fb7b86f330366db3e0bb6925b336d285ed40705976eaa68ead610,5.068821937639,5
03587466207e0ff2787d23f5567ab666436f04fc0df7c996b69701b7e77900993e,5.068821937639,5
03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,5.068821937639,5
02396bf51e81f8f67eaca3652271b4fe8d3f57bedb9578af711606391c5c66760e,5.068821937639,5
03e87608a34b8d715c0e49c7e8a2adb92fdf496e40a9b1fab2f0ecb32b502714ce,5.068821937639,5
03c613267a1745d08984621be6a710487cb97eb595f7672a550cbd10a6f70c873f,5.068821937639,5
03d13612439b12fa96583ab294461e07837729769cb62d3e9f792a0a3dbb18f6d4,5.068821937639,5
02b974116054be17576e6e8ed4110422e5a9d8775156fd829aa2eeb8aded87b290,5.068821937639,5
02a0bc43557fae6af7be8e3a29fdebda819e439bea9c0f8eb8ed6a0201f3471ca9,5.068821937639,5
02b4cb8be9077c3b14d6aa575bc94adbc0e08f9f2dedfbc5774ded9095079740f0,5.068821937639,5
028686d520cfdc8f7d234e879ea6fc7a963009afbcdafd0c40387e1cacfa1173ea,5.068821937639,5
